id,customer_message,context,gold_intent,gold_decision,gold_reason,optional_reference_notes
gold_011,fix the screen recorder cuz I was trying to do a video and it messed up #applebug #apple #ipadpro #fixthis,"fix the screen recorder cuz I was trying to do a video and it messed up #applebug #apple #ipadpro #fixthis
When I’m screen recording and I try to end it I have to click like 20 times also even when I enable microphone it still doesnt get my voice",hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: We can help you! Can you tell us what's happening specifically? Feel free to DM us....
gold_012,Apple what’s up with these question mark boxes 🤔😒,Apple what’s up with these question mark boxes 🤔😒@AppleSupport @115858,other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_013,"Apple you suck! YALL LOST ALL OF MY 13,000 PHOTOS/VIDEOS ! THIS IS THE SECOND TIME THIS HAPPENS FOR NO REASON !","Apple you suck! YALL LOST ALL OF MY 13,000 PHOTOS/VIDEOS ! THIS IS THE SECOND TIME THIS HAPPENS FOR NO REASON ! @applesupport
Check dms??????",general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: We'd like to see what we can to help look into this. DM us specifics and we can get started....
gold_014,"Why can’t I receive calls, I can hear the ringtone but I can’t see who’s calling? 😕","Why can’t I receive calls, I can hear the ringtone but I can’t see who’s calling? 😕
iPhone 7 and iOS 11.0.3",hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,"Historical agent resolution: We'd be happy to help find out why that's happening. To get started, can you let us know which devic..."
gold_015,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️. I️,"I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️. I️
Thanks
@157761
@AppleSupport lol mine is fine!",other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_016,"Yeah, I click the Share or Invite and my mac just beeps at me? #ringaroundtherosie","Yeah, I click the Share or Invite and my mac just beeps at me? @applesupport https://t.co/pcG37sW6NQ #ringaroundtherosie",other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: Send us a DM and let us know what version of macOS you're running. We'll go from there....
gold_017,I've tryed to reset my icloud account password and its saying its lock,,apple_id_and_icloud,ESCALATE_TO_HUMAN,Apple ID / security lockout requires authenticated recovery flow.,Historical agent resolution: We'd be happy to point you in the right direction. See: DM us if this doesn't help:...
gold_018,We need these bookmarks on Mac. On iPhone I have apps for these. Any way to prevent syncing certain Mac bookmarks to iPhone?,We need these bookmarks on Mac. On iPhone I have apps for these. Any way to prevent syncing certain Mac bookmarks to iPhone? https://t.co/e8DiXcodWZ,general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We'd love to help. Reach us via DM to continue....
gold_019,I just got my Powerbeats 3 today and Ive already noticed the audio is not insync when watching a YouTube video? Theres a delay,"I just got my Powerbeats 3 today and Ive already noticed the audio is not insync when watching a YouTube video? Theres a delay
@159983  https://t.co/ZHvBGqiBtS",hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: Let’s get you pointed in the right direction. Our team will take it from here....
gold_020,I'm trying to figure out how my phone on DND but I'm still being disturbed,I'm trying to figure out how my phone on DND but I'm still being disturbed @115858,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: We can help. Which iPhone and version of iOS are you using? Can you please reply in DM?...
gold_021,". I have an order number, yet it doesn't match in your system? No confirm email over 20 min since I ordered. #iphoneXFAIL #iphonex",".@115858 I have an order number, yet it doesn't match in your system? No confirm email over 20 min since I ordered. #iphoneXFAIL #iphonex
@115858 Wait 30 minutes for the email
@115858 Still no email, and my order number “is invalid” #stillwaiting #iPhoneXFail
It showed up this morning, but BIG frustratig fail for East Coasters at 330am",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: iPhone X is so exciting! Let's have you check-in with our Online Sales Support team for more details...
gold_022,I don't want auto brightness #ios11 #ios #appleiphone7 #iphone7 #iphone #apple there is no option to disable auto brightness,I don't want auto brightness #ios11 #ios #appleiphone7 #iphone7 #iphone #apple there is no option to disable auto brightness @applesupport,battery_and_charging,AUTO_HANDLE,Standard battery_and_charging inquiry resolvable via historical support steps.,"Historical agent resolution: It's still there, but now in Accessibility. This article will help:..."
gold_023,Dear is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have,Dear @AppleSupport is it really so difficult to add basic management who is connected to my Personal Hot Spot in iOS? IMO it’s must-have https://t.co/pzrbXlyBHz,general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We value customer feedback. Let us know more details about the changes you'd like to see here:...
gold_024,What are you doing with the AppleCare + of iPhone 7 users who are getting the iPhone X? Refund? Transferable?,,app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: We've received your DM and you can expect a response there shortly....
gold_025,Hi Guys! Any help?? Can’t back my phone up anymore to iTunes on my windows laptop? Has worked great for years,Hi Guys! Any help?? Can’t back my phone up anymore to iTunes on my windows laptop? Has worked great for years https://t.co/agmenouC7H,apple_id_and_icloud,AUTO_HANDLE,Standard apple_id_and_icloud inquiry resolvable via historical support steps.,"Historical agent resolution: We can help you get that backup completed. First, let's try all the suggestions here and let us know..."
gold_026,GIVE ME BACK MY iiiiiiiiiiiiii,@AppleSupport GIVE ME BACK MY iiiiiiiiiiiiii,apple_id_and_icloud,AUTO_HANDLE,Standard apple_id_and_icloud inquiry resolvable via historical support steps.,Historical agent resolution: Thanks for reaching out. We have a workaround for this here: DM us if you still need help....
gold_027,I don’t don’t wanna sound like a broke bitch but uhhhh finessed my change of 2.11$,I don’t don’t wanna sound like a broke bitch but uhhhh @115858 finessed my change of 2.11$ https://t.co/G9CcIzDbhg,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: We'd be happy to look into this with you. Can you please message us in DM with more details?...
gold_028,Why the fuck did my phone just make an alarm beeping sound,"Why the fuck did my phone just make an alarm beeping sound @AppleSupport
Yeah and no it wasn’t but I locked my phone and it went away but it was literally like a fire alarm sound like a warning
Nope
I hope I’m not hacked 😂",hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: Let's work together to investigate. Is this the first time you've heard this? Was it accompanied by ...
gold_029,Lol trying to get my new iPhone set up but contact is down.,Lol trying to get my new iPhone set up but @AppleSupport contact is down.,order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,"Historical agent resolution: We'll be happy to help. To start, let's use this: DM us back any questions...."
gold_030,"Bonjour, les cartes bancaires à Cryptogramme Visuel Dynamique seront elles compatibles avec Apple Pay ?","@AppleSupport Bonjour, les cartes bancaires à Cryptogramme Visuel Dynamique seront elles compatibles avec Apple Pay ? https://t.co/TeCimdtUp6",general_how_to_and_features,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: We offer support via Twitter in English. Contact us for help in your preferred language here:...
gold_031,battery life now stinks bad!!! 3 hours 100% to 0 !!!!!!,,battery_and_charging,AUTO_HANDLE,Standard battery_and_charging inquiry resolvable via historical support steps.,Historical agent resolution: We want to help. Please DM us details of the apps you're using and let us know which country you're ...
gold_032,"my daughter's new-ish iphone 6s's battery is terrible, can we do some diagnostics on it?",,battery_and_charging,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,"Historical agent resolution: Hi, thanks for reaching out. We want to help get your daughter’s iPhone working as it should. Please..."
gold_033,Is there anyway to stop iCloud notifications?,"Is there anyway to stop iCloud notifications?
I’m getting notifications that my cloud storage is full, &amp; I’m not interested in subscribing for more.  Can I disable those alerts?",apple_id_and_icloud,AUTO_HANDLE,Standard apple_id_and_icloud inquiry resolvable via historical support steps.,Historical agent resolution: Hi. Can you tell us more about what you're attempting to do. What would you like to turn off in iClo...
gold_034,FaceTime isn't working!,"FaceTime isn't working!
The call won't get connected to the other iPhone . I am using the iPhone 6",hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,"Historical agent resolution: We'd like to help. What happens when you try to use Facetime? Also, which device are you using?..."
gold_035,"I don’t get this feature in #iOS11 or #iPhone8 If you double-tap, w/o pressure, on the Home button. ?","I don’t get this feature in #iOS11 or #iPhone8 If you double-tap, w/o pressure, on the Home button. @AppleSupport? https://t.co/x2NAkVY4wr",general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We can explain that. It's an Accessibility feature called Reachability. More info here:...
gold_036,"Why promise me a refund and never deliver, then say its too late? I took all the right steps. Where is the accountability?","Why promise me a refund and never deliver, then say its too late? I took all the right steps. Where is the accountability?
Deceptive practices!",app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: We’d like to see how we can help. Can you DM us some more details about the issue you're having?...
gold_037,could you fix the Bluetooth so it stops disconnecting every two god damn seconds? 🤦🏻‍♀️,,general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: Let's look into that. Send us a DM and we'll go from there....
gold_038,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias #newupdate","Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport  #newupdate
Thank you so much im just happy about the release of the new update and the 3D touch multitask is back again!",general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_039,I️ have no patience at all!! How much longer til I️ can get my hands on my iPhone X 😫😫😫,"I️ have no patience at all!! How much longer til I️ can get my hands on my iPhone X @AppleSupport @117735 😫😫😫
@117735 Also please fix this “I️” problem lol but that’s obvious 😂😂😂 no rush though",general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_040,Now YouTube won't play. Wtf is wrong with my phone.,Now YouTube won't play. Wtf is wrong with my phone. @115858,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: What version of iOS are you running? That can be found in Settings > General > About....
gold_041,What is this,What is this @115858 @AppleSupport https://t.co/r9c5OzODxz,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: Let's try the steps listed in this article. Let us know if you need any further help....
gold_042,__email__ is this a real email???,,other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: Check out this link for identifying and reporting phishing emails:...
gold_043,"Why can I not type ""I"" in ?","Why can I not type ""I"" in @917?
Pls help @917 @AppleSupport https://t.co/wMe2IAEIhR",ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_044,"Hey , is there a way on IOS 11 to turn off auto brightness? Cause it’s been really killing my phone","Hey @AppleSupport, is there a way on IOS 11 to turn off auto brightness? Cause it’s been really killing my phone",ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,"Historical agent resolution: We've got your back. Check out ""About brightness levels"" here: Let us know if that helps...."
gold_045,why does my iPhone think it’s 8:55 and I’m in a different time zone when I’m very much in California where it’s 7:55?,"why does my iPhone think it’s 8:55 and I’m in a different time zone when I’m very much in California where it’s 7:55? https://t.co/kUBZuysyrO
It keeps switching to Denver time. Unclear why. It'll switch to Denver, then the Cupertino and then back. It's usually a day or 2 between.
Yes. Is and has been.",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: We do want your iPhone reflecting the correct time. Check out this article and let us know the resul...
gold_046,what is this and what have you done with my i’s?,@115858 what is this and what have you done with my i’s? https://t.co/SOOEPaFBZK,other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: We're happy to help. Join us via DM to continue and gather more information....
gold_047,Thanks - you bring out the new phone and iOS update and once again my old phone is knackered. This sales tactic is wanky!,"Thanks @115858 - you bring out the new phone and iOS update and once again my old phone is knackered. This sales tactic is wanky!
One that worked really well a week ago and now is really slow and sketchy. It’s a 6",ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: This isn't what we like to hear. What kind of iPhone do you have?...
gold_048,"What’re u guys doing 2 my iPhone?It’s overheating,battery draining to a point,beyond annoying.#FixMyiPhone","@116333 @AppleSupport What’re u guys doing 2 my iPhone?It’s overheating,battery draining to a point,beyond annoying.#FixMyiPhone
@363338 They aren’t doing anything they just want you to go buy a iPhone 8
Here’s my iOS version screenshot.Don’t assume ppl are dumb enough not to keep their phones updated.It’s the update in itself that’s faulty. https://t.co/ejcCYkgTdC
@AppleSupport I’m sure as hell not going to buy another Apple device if this is the level Apple is stooping to.My current phone was my third purchase.",battery_and_charging,AUTO_HANDLE,Standard battery_and_charging inquiry resolvable via historical support steps.,Historical agent resolution: We're going to do everything we can to help get this sorted. DM us the version of iOS you're using a...
gold_049,"Se vc ainda não atualizou o iOS para iPhone, não atualize, pois, depois da atualização, a bateria não dura nada","Se vc ainda não atualizou o iOS para iPhone, não atualize, pois, depois da atualização, a bateria não dura nada @AppleSupport",general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,"Historical agent resolution: Since our Twitter support is available in English, get help at or join..."
gold_050,my new iPhone 8 has started making randomly making smoke alarm-like noises. Any ideas?!,,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: We'd like to look into this. Send us a DM to continue....
gold_051,Does anyone want to tell me why I just got a call from my own number? It’s not October anymore stop tryna be spooky,"Does anyone want to tell me why I just got a call from my own number? It’s not October anymore @AppleSupport stop tryna be spooky
Update: they called me again and I answered but they hung up",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: That's curious. Was this a FaceTime call? What's the iOS shown in Settings > General > About?...
gold_052,"Why is the worst performing app on my watch, my Nike running app??!","Why is the worst performing app on my @134236 @115858 watch, my Nike running app??!",general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: We're happy to look into this with you. Can you tell us which iOS and watchOS version you are using ...
gold_053,can we get battery replaced for this #IPOD 80GB ?,can we get battery replaced for this #IPOD 80GB ? @AppleSupport https://t.co/YLegRjM335,battery_and_charging,AUTO_HANDLE,Standard battery_and_charging inquiry resolvable via historical support steps.,"Historical agent resolution: Hi there. Use the link below to DM us, and we’ll gladly look into all the available options with you..."
gold_054,good morning from PR when will u be selling Carrier unlocked iPhone X? Thanks 🙏,"good morning from PR when will u be selling Carrier unlocked iPhone X?  Thanks 🙏
Thanks will do 🙏",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: We’d like to get you in touch with our Apple Online Store team for assistance. Reach out here:...
gold_055,I’m really really excited to pick up my iPhone X from Covent Garden tomorrow... but not sure I can make my allotted time slot any more! Can I come earlier/later?,,order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: Congrats on your new iPhone! Let's reach out to our Online Sales team. Contact them through this lin...
gold_056,could you explain this electric hammer sound coming from my MacBook? 😱 #neverheardsthisbefore #weirdnoise,could you explain this electric hammer sound coming from my MacBook? 😱 #neverheardsthisbefore #weirdnoise https://t.co/93Z8e4IYfn,hardware_audio_and_screen,AUTO_HANDLE,Standard hardware_audio_and_screen inquiry resolvable via historical support steps.,Historical agent resolution: We've received your DM and will continue with you there....
gold_057,"A ver , Siri está últimamente más tonta de lo normal. No hay manera de crear un recordatorio. Reconoce lo que le digo pero...⬇️","A ver @AppleSupport, Siri está últimamente más tonta de lo normal. No hay manera de crear un recordatorio. Reconoce lo que le digo pero...⬇️ https://t.co/o03ll8Zwiu
Siri acknowledges what I say but she answers me with something incongruous. What can happen?
Ok, thanks, I will.",general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_058,The Burn In on my new iPhone X is bullshit! Can I get a refund and get the 8 Plus???? #notworthit #apple #burntapple,,app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: We'd like to learn more about your issues. Please DM us and we'll go from there....
gold_059,Hey why the fuck can’t I️ say I️? Fix this shit before you lose a customer to Android you fuck asses.,Hey @AppleSupport why the fuck can’t I️ say I️? Fix this shit before you lose a customer to Android you fuck asses.,general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: Let's look into that. Send us a DM and we'll go from there....
gold_060,any problems with podcast app in Europe/Switzerland? Can‘t connect to the „store“,,app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,"Historical agent resolution: Everything looks good on our end! Power your device off and on again, let us know in DM if the issue..."
gold_061,"you guys broke my iphone. Fix your ios!! Tored of apple, was going to buy iphone x but naw ill get a samsung.",,general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,"Historical agent resolution: We want to help. DM us, and let us know what's going on. We'll do whatever we can to help...."
gold_062,I have a question,,app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: We'd love to help. Go right ahead with your question!...
gold_063,can u guys fix this annoying ass question mark glitch on the iPhones like TODAY,,ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: Thanks for reaching out. We'd like to help you. Check this out:...
gold_064,Ever since the latest update my phone battery is AWFUL. What’s going on ? This is ridiculous.,"Ever since the latest update my phone battery is AWFUL. What’s going on @115858 ? This is ridiculous.
6s plus, only a few hours. Used to last over a day.",battery_and_charging,AUTO_HANDLE,Standard battery_and_charging inquiry resolvable via historical support steps.,Historical agent resolution: We can check it out. How long does your battery last from a full charge? Which iPhone do you own?...
gold_065,"IOS 11.0.2 apesta, actualice y tengo falla de apagado, reinicio, batería y sobrecalentamiento.",,ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_066,Is there anyway to change these to metric units ? Thanks,"Is there anyway to change these to metric units ? Thanks https://t.co/FviEfBSyiC
Thanks. We can only change temperature unit. I want to change Wind speed and visibility to kilometers. Is it possible?",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,Historical agent resolution: Excellent question. Change the units from within the Weather app itself. Use this for more help:...
gold_067,WHY DOES ’S NEW iOS INSIST ON TURNING ON BLUETOOTH ALWAYS?!?,WHY DOES @115858’S NEW iOS INSIST ON TURNING ON BLUETOOTH ALWAYS?!?,ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get...
gold_068,please get your shit together. I️ just had to figure out of how to write an email without using I️.,,other,ESCALATE_TO_HUMAN,Ambiguous query lacking technical context for automated resolution.,Historical agent resolution: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_069,my Apple Music subscription begun like a week ago but it says I have to renew my membership please help,,app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: Thank you. We’re investigating & will update our System Status page as more info becomes available:...
gold_070,I asked a question earlier & got no answer! Now I have a 2nd question Apple Watch not counting how many x I climb the stairs,"I asked a question earlier &amp; got no answer!  Now I have a 2nd question Apple Watch not counting how many x I climb the stairs
Right, it’s not counting the number of flights climbed.  The first day, it said 2, but yest it said 1.  I climbed the stairs 7 or 8 x
Should I be using the stair stepper one for real stairs?  I have 16 stairs, the landing is after stair #10.
ok sent DM
TY for your reply.  I will put my stairs on stair stepper to get some credit.  TY.",general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,"Historical agent resolution: We'll be happy to see how we can help. Is it not counting the number of flights climbed, or somethin..."
gold_071,how do I use my iCloud that I pay for on my iphone6? No space on phone but lots of iCloud doing nothing? Help please?,,apple_id_and_icloud,AUTO_HANDLE,Standard apple_id_and_icloud inquiry resolvable via historical support steps.,Historical agent resolution: Great question! We'll be happy to provide some clarity on how iCloud works for your device. Send us ...
gold_072,I have a Mac at home that I would like to access a Mac in work with. 1/2,"I have a Mac at home that I would like to access a Mac in work with. 1/2
Will Apple Remote Desktop allow me to connect to something on a different network? 2/2 thanks for any help",order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,"Historical agent resolution: Hi. It's designed for use on the same network, but does have a remote feature, as explained here:..."
gold_073,- fix my phone. It's tweaking,,general_complaint_and_escalation,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: We're here for you. Reach out via DM and let us know what issues you're experiencing....
gold_074,Hey I updated my 6s and now my flashlight won’t work. How am I supposed to find legos under the couch now?,Hey @115858 I updated my 6s and now my flashlight won’t work. How am I supposed to find legos under the couch now?,ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: We'll be glad to help with the flashlight. Is a camera or video app open? Let us know by DM....
gold_075,Are you going to honor an earlier delivery date for buyers who were affected by the Citizen One issue?,Are you going to honor an earlier delivery date for buyers who were affected by the Citizen One issue? https://t.co/IIJaju75QO,order_shipping_and_trade_in,ESCALATE_TO_HUMAN,High customer frustration or explicit human agent request.,Historical agent resolution: Thanks for reaching out. We want to help. Let's continue the conversation in DM....
gold_076,"please check your dms, i need help",,order_shipping_and_trade_in,AUTO_HANDLE,Standard order_shipping_and_trade_in inquiry resolvable via historical support steps.,"Historical agent resolution: We got your DM, and we will respond to you there...."
gold_077,"No, it’s cool I’m glad my phone constantly freezes and is useless.","No, it’s cool @AppleSupport I’m glad my phone constantly freezes and is useless.",ios_software_update_bugs,AUTO_HANDLE,Standard ios_software_update_bugs inquiry resolvable via historical support steps.,Historical agent resolution: We’re happy to help with any complications you’re facing. Could you let us know more details via a D...
gold_078,Hmmmmm this isn’t supported by my iPhone?????,Hmmmmm @115858 @AppleSupport this isn’t supported by my iPhone????? https://t.co/mwhF8hrLlu,general_how_to_and_features,AUTO_HANDLE,Standard general_how_to_and_features inquiry resolvable via historical support steps.,Historical agent resolution: We’d like to see how we can help. Can you DM us some more details about the issue you're having?...
gold_079,can’t find my subscription button in my account settings. Help! 😵,"can’t find my subscription button in my account settings. Help! 😵
Iphone7+ I am tryin to manage subscription but I dont have the manage button. 😫
I cant find the MANAGE SUBSCRIPTION. See screenshot. I only have manage itunes and special offers. https://t.co/nGWgRVoEVE
Got it. But what about other subscription? Should my setting have that MANAGE SUBSCRIPTION button?
@AppleSupport Hello, sorry for my interference. But did they help you with this? Because I am facing the same exact problem. I sent a message to Apple Support on Twitter but no one seems to reply.
@AppleSupport They didn’t. Not even sure if thats an option for iphone7+ users. I went to the spotify website to manage my subscription instead.",app_store_billing_and_subscriptions,ESCALATE_TO_HUMAN,Financial transaction/refund issue requires secure account verification.,Historical agent resolution: We can help with this. Can you tell us what device you're using and the type of subscription you're ...
